State,Year,Secondary Teachers [State],Total R&D Expenditures (In $ Thousands) ,Pupil/Teacher Ratio [State],Full-Time Equivalent (FTE) Teachers [State],Grade 9 Students Enrollment [State],Grade 10 Students Enrollment [State],Grade 11 Students Enrollment [State],Grade 12 Students Enrollment [State],Grade 9 Dropouts [State],Grade 10 Dropouts [State],Grade 11 Dropouts [State],Grade 12 Dropouts [State],Grades 9-12 Dropouts [State],No of SAT Test Takers,Critical Reading - Mean,Critical Reading - SD,Mathematics - Mean,Mathematics - SD,Writing - Mean,Writing - SD,No high school diploma (Numbers in Thousands),High school or equivalent (Numbers in Thousands),"Some college, less than 4-yr degree (Numbers in Thousands)",Bachelor's degree or higher (Numbers in Thousands)
SOUTH CAROLINA,2013-14,14302.7,,15.49,48151.2,63304,55463,48444,44624,1691,1811,1547,1220,6269,26002,488,104,490,104,465,101,225,629,523,549
SOUTH CAROLINA,2012-13,14432.3,,15.31,48072.1,61897,54033,47963,44755,2072,1972,1717,1313,7074,26320,484,105,487,104,465,102,236,632,507,540
SOUTH CAROLINA,2011-12,14204.9,,15.54,46782.2,60710,54075,48328,44684,2334,2319,1893,1467,8013,26777,481,106,488,104,462,103,223,613,522,503
SOUTH CAROLINA,2010-11,13495.3,,16.05,45210.4,62161,54685,48708,44703,2708,2309,1817,1268,8102,26452,482,106,490,103,464,103,231,625,513,425
SOUTH CAROLINA,2009-10,14057.6,611539,15.39,46979.5,62997,55250,48408,44364,_,_,_,_,_,25122,484,106,495,103,468,102,261,606,461,469
SOUTH CAROLINA,2008-09,14272,,14.4,49941,64674,55294,47354,43189,2280,1892,1372,933,6477,25217,486,106,496,104,470,103,272,565,474,445
SOUTH CAROLINA,2007-08,30757,569015,15,47368,66363,55462,46467,39459,2434,1884,1346,1003,6667,23066,488,106,497,104,476,103,245,556,524,397
SOUTH CAROLINA,2006-07,31882,524034,14.4,49284,66824,54981,43355,41588,2259,1833,1212,927,6231,24081,488,104,496,102,475,101,317,526,465,426
SOUTH CAROLINA,2005-06,13848,486399,14.6,48212,66201,51277,45709,40327,2239,1822,1233,930,6224,23556,487,103,498,103,480,99,299,562,445,374
SOUTH CAROLINA,2004-05,13431,455964,15,46914,65564,53159,42013,38736,2243,1801,1175,870,6089,,,,,,,,331,479,442,381
SOUTH CAROLINA,2003-04,13041,435328,15.3,45830,69415,51238,39529,38273,,,,,,,,,,,,,285,471,447,416
SOUTH CAROLINA,2002-03,13083,399982,14.9,46529,67563,49445,39439,37515,,,,,,,,,,,,,304,493,412,350
SOUTH CAROLINA,2001-02,13158,361404,14.5,46616,64279,49037,40324,35835,,,,,,,,,,,,,,,,
SOUTH CAROLINA,2000-01,12835,294184,14.9,45380,63776,48628,37870,33911,,,,,,,,,,,,,,,,
SOUTH CAROLINA,1999-00,13682,267881,14.7,45468,62883,47592,36109,36471,,,,,,,,,,,,,,,,
SOUTH CAROLINA,1998-99,13443,248474,15.2,43689,63683,46768,39654,36637,,,,,,,,,,,,,,,,
SOUTH CAROLINA,1997-98,13149,226261,15.6,42336,62018,48576,39422,36576,,,,,,,,,,,,,,,,
SOUTH CAROLINA,1996-97,13082,224724,,41463,61962,48314,39304,35546,,,,,,,,,,,,,,,,
SOUTH CAROLINA,1995-96,12800,227727,,39922,60808,48165,38508,34800,,,,,,,,,,,,,,,,
SOUTH CAROLINA,1994-95,12617,,,39437,60058,46796,37645,35376,,,,,,,,,,,,,,,,
SOUTH CAROLINA,1993-94,12368,,,38620,58795,45611,38390,33949,,,,,,,,,,,,,,,,
SOUTH CAROLINA,1992-93,11891,,,37295,55755,45819,36970,34615,,,,,,,,,,,,,,,,
SOUTH CAROLINA,1991-92,11899,,,37115,55650,43947,37196,34638,,,,,,,,,,,,,,,,
SOUTH CAROLINA,1990-91,12125,140556,,36963,53237,43969,37480,35393,,,,,,,,,,,,,,,,
SOUTH CAROLINA,1989-90,12303,,,36337,52848,44378,38618,36621,,,,,,,,,,,,,,,,
SOUTH CAROLINA,1988-89,12461,,,35877,52835,45669,40096,39348,,,,,,,,,,,,,,,,
SOUTH CAROLINA,1987-88,12563,,,35701,54003,47599,43138,38596,,,,,,,,,,,,,,,,
SOUTH CAROLINA,1986-87,12444,,,35349,55488,50193,42133,36064,,,,,,,,,,,,,,,,
SOUTH DAKOTA,2013-14,2518.32,,13.76,9509.63,10062,9385,8707,8485,184,267,258,291,1000,250,604,122,609,113,579,119,29,98,120,99
SOUTH DAKOTA,2012-13,2504.88,,13.98,9333.89,10018,9548,8885,8816,97,194,176,216,683,262,592,113,601,113,567,109,28,104,114,96
SOUTH DAKOTA,2011-12,2513.6,,13.84,9246.78,10209,9740,8876,8662,161,243,211,256,871,262,589,115,610,98,570,115,27,115,110,90
SOUTH DAKOTA,2010-11,2572.83,,13.26,9511.67,10307,9779,9043,9063,267,434,346,416,1463,306,584,117,591,110,562,114,32,105,112,81
SOUTH DAKOTA,2009-10,2565.89,102299,13.27,9325.99,10286,9767,9174,8741,341,503,427,414,1685,234,592,111,603,104,571,106,34,106,108,79
SOUTH DAKOTA,2008-09,2553,,13.7,9244,10580,10357,9184,8831,352,440,381,543,1716,283,589,121,600,105,569,112,30,117,107,81
SOUTH DAKOTA,2007-08,2533,81544,12.9,9416,10457,9977,8847,8901,313,397,500,459,1669,277,595,112,596,104,575,108,32,120,97,81
SOUTH DAKOTA,2006-07,2547,72790,13.4,9070,10371,9799,9056,8795,210,335,393,401,1339,317,589,110,602,103,567,107,36,109,92,83
SOUTH DAKOTA,2005-06,2547,67012,13.4,9129,10314,10046,9166,8956,210,284,297,343,1134,335,590,101,604,96,578,98,35,108,94,80
SOUTH DAKOTA,2004-05,2533,57185,13.5,9064,10377,9924,9217,9389,321,394,421,435,1571,,,,,,,,37,99,97,74
SOUTH DAKOTA,2003-04,2605,49977,13.6,9245,10375,9996,9585,9566,,,,,,,,,,,,,39,93,93,73
SOUTH DAKOTA,2002-03,2604,38449,14,9257,10479,10326,10025,9768,,,,,,,,,,,,,35,112,82,69
SOUTH DAKOTA,2001-02,2646,32185,13.6,9370,10629,10562,9834,9454,,,,,,,,,,,,,,,,
SOUTH DAKOTA,2000-01,2650,27269,13.7,9396,11043,10389,9932,9354,,,,,,,,,,,,,,,,
SOUTH DAKOTA,1999-00,2630,25522,14,9384,11247,10649,9811,9693,,,,,,,,,,,,,,,,
SOUTH DAKOTA,1998-99,2994,25140,14.3,9273,11302,10515,10208,9521,,,,,,,,,,,,,,,,
SOUTH DAKOTA,1997-98,2846,24558,15.3,9282,12352,11431,10578,9939,,,,,,,,,,,,,,,,
SOUTH DAKOTA,1996-97,2700,25440,,9625,12497,11313,10521,9552,,,,,,,,,,,,,,,,
SOUTH DAKOTA,1995-96,2676,21392,,9641,12176,11388,10090,9116,,,,,,,,,,,,,,,,
SOUTH DAKOTA,1994-95,2738,,,9985,12077,10794,9560,8925,,,,,,,,,,,,,,,,
SOUTH DAKOTA,1993-94,2589,,,9557,11276,10264,9495,8936,,,,,,,,,,,,,,,,
SOUTH DAKOTA,1992-93,2371,,,8767,9856,9324,8887,8259,,,,,,,,,,,,,,,,
SOUTH DAKOTA,1991-92,2950,,,8868,9651,9045,8339,7692,,,,,,,,,,,,,,,,
SOUTH DAKOTA,1990-91,3023,14616,,8511,9240,8676,7989,7758,,,,,,,,,,,,,,,,
SOUTH DAKOTA,1989-90,3029,,,8191,8921,8313,7884,8248,,,,,,,,,,,,,,,,
SOUTH DAKOTA,1988-89,3082,,,8260,8517,8251,8548,8685,,,,,,,,,,,,,,,,
SOUTH DAKOTA,1987-88,3339,,,8172,8461,8789,8987,8829,,,,,,,,,,,,,,,,
SOUTH DAKOTA,1986-87,3281,,,8031,8929,9402,9069,8346,,,,,,,,,,,,,,,,
TENNESSEE,2013-14,18936.7,,15.09,65847.2,77917,72827,67290,65854,1370,1579,1790,2843,7582,4980,578,108,570,111,566,106,,,,
TENNESSEE,2012-13,19102.5,,14.96,66406.23,76794,71810,67068,66299,1558,1815,2437,3276,9086,5296,574,108,569,110,566,107,373,829,808,648
TENNESSEE,2011-12,19066.4,,15.06,66381.7,76970,73216,69121,67637,2270,2380,2888,3662,11200,5685,576,108,570,109,566,107,355,861,717,700
TENNESSEE,2010-11,19314.5,,14.84,66558.1,76010,73509,68755,67441,1808,1796,2565,2947,9116,5752,574,108,568,109,567,106,393,896,679,643
TENNESSEE,2009-10,18945.52,832991,14.88,65360.69,77576,73927,68012,66366,1560,1645,2186,2429,7820,5461,576,106,571,109,565,103,432,869,637,592
TENNESSEE,2008-09,18848,,15,64926,78675,74858,68562,65306,1449,1602,1999,2261,7311,5911,571,107,565,108,565,104,433,860,647,568
TENNESSEE,2007-08,18626,761388,14.9,64659,78874,74197,67397,62040,1611,1882,2340,2601,8434,6272,571,106,570,104,566,101,411,814,685,601
TENNESSEE,2006-07,18210,742923,15.7,62176,82343,75767,68383,59904,1558,1674,2195,2652,8079,6646,574,103,569,102,568,99,435,791,625,570
TENNESSEE,2005-06,16822,726078,16,59596,81397,73595,65411,56949,1895,2032,2432,2996,9355,7091,573,103,569,102,572,100,443,781,612,522
TENNESSEE,2004-05,16462,657965,15.7,60022,80890,71894,61937,55490,2051,2357,2815,3276,10499,,,,,,,,441,853,576,516
TENNESSEE,2003-04,16168,599723,15.7,59584,79195,68430,59665,54115,,,,,,,,,,,,,445,838,603,538
TENNESSEE,2002-03,15839,490994,15.8,58652,76063,65905,59030,53273,,,,,,,,,,,,,466,754,561,534
TENNESSEE,2001-02,15735,423264,15.8,58357,74322,66409,58383,51278,,,,,,,,,,,,,,,,
TENNESSEE,2000-01,15585,405013,15.9,57164,73141,64349,54746,48802,,,,,,,,,,,,,,,,
TENNESSEE,1999-00,15195,371439,15.1,60702,74699,65873,58077,53160,,,,,,,,,,,,,,,,
TENNESSEE,1998-99,14940,346466,15.3,59258,72169,63426,55837,49440,,,,,,,,,,,,,,,,
TENNESSEE,1997-98,14610,332078,16.5,54142,73477,63496,53805,48881,,,,,,,,,,,,,,,,
TENNESSEE,1996-97,13762,319636,,54790,75906,65631,55679,50332,,,,,,,,,,,,,,,,
TENNESSEE,1995-96,13939,310493,,53403,74398,64144,55308,49319,,,,,,,,,,,,,,,,
TENNESSEE,1994-95,12795,,,47406,72593,63757,55070,49401,,,,,,,,,,,,,,,,
TENNESSEE,1993-94,12398,,,46066,71363,62534,54977,47668,,,,,,,,,,,,,,,,
TENNESSEE,1992-93,11659,,,43566,69086,62147,52558,49639,,,,,,,,,,,,,,,,
TENNESSEE,1991-92,12523,,,43062,68300,58652,53117,49011,,,,,,,,,,,,,,,,
TENNESSEE,1990-91,12576,226482,,43051,64514,59724,53196,49050,,,,,,,,,,,,,,,,
TENNESSEE,1989-90,15845,,,42824,65551,59694,53443,50851,,,,,,,,,,,,,,,,
TENNESSEE,1988-89,16150,,,42657,65659,60465,55784,53700,,,,,,,,,,,,,,,,
TENNESSEE,1987-88,15620,,,42082,66160,62961,59011,53219,,,,,,,,,,,,,,,,
TENNESSEE,1986-87,15504,,,41103,67900,65455,57728,49945,,,,,,,,,,,,,,,,
TEXAS,2013-14,137971.11,,15.4,334580.15,408892,362937,330538,309069,6945,8253,6824,14048,36070,179036,476,113,495,110,461,108,1602,2453,2823,2878
TEXAS,2012-13,133053.08,,15.51,327356.92,403136,350949,328003,305425,7627,9597,8016,16153,41393,172870,477,111,499,108,461,108,1547,2506,2762,2788
TEXAS,2011-12,130424.41,,15.42,324281.97,394326,347268,323387,298637,9358,11760,9688,20563,51369,172802,474,111,499,108,461,107,1671,2286,2719,2759
TEXAS,2010-11,133218.39,,14.73,334996.94,391554,344241,314911,298400,9682,11991,10173,18978,50824,166012,479,109,502,107,465,106,1638,2248,2679,2658
TEXAS,2009-10,131239.32,3984258,14.56,333163.82,393182,335262,310288,291130,12642,13042,11250,16770,53697,148102,484,109,505,108,473,104,1625,2267,2504,2463
TEXAS,2008-09,127161,,14.5,327905,389217,332620,303492,280308,10041,11151,9846,12437,43475,141733,486,108,506,108,475,105,1699,2279,2588,2323
TEXAS,2007-08,123974,3415419,14.5,321929,399047,332573,294661,273867,10243,11672,9664,11400,42979,137024,488,108,505,110,480,104,1657,2265,2443,2341
TEXAS,2006-07,119809,3270728,14.8,311649,399056,327151,290296,263224,10426,11439,9664,10918,42447,132067,492,108,507,108,482,103,1611,2237,2459,2299
TEXAS,2005-06,116750,3073724,15,302425,394739,323524,281641,257151,11125,11550,9224,11054,42953,129784,491,110,506,111,487,103,1689,2180,2335,2226
TEXAS,2004-05,114796,2880784,15,294547,386182,311905,275238,247655,12115,12768,9943,12147,46973,,,,,,,,1730,2083,2237,2165
TEXAS,2003-04,112426,2765634,15,289481,377912,309851,267914,243490,,,,,,,,,,,,,1671,2147,2216,2009
TEXAS,2002-03,113006,2535237,14.8,288655,375136,300338,265802,238882,,,,,,,,,,,,,1696,2007,2215,1922
TEXAS,2001-02,110911,2244117,14.7,282846,366895,293235,260674,226429,,,,,,,,,,,,,,,,
TEXAS,2000-01,108539,2039642,14.8,274826,360704,287355,248570,219943,,,,,,,,,,,,,,,,
TEXAS,1999-00,98495,1829986,14.9,267935,359368,275265,243627,217670,,,,,,,,,,,,,,,,
TEXAS,1998-99,96352,1697344,15.2,259739,350743,273161,240751,212503,,,,,,,,,,,,,,,,
TEXAS,1997-98,87379,1632556,15.3,254557,347951,270516,234021,206928,,,,,,,,,,,,,,,,
TEXAS,1996-97,88160,1555110,,247650,343867,264238,225778,195075,,,,,,,,,,,,,,,,
TEXAS,1995-96,88843,1510543,,240371,335819,255132,213714,186229,,,,,,,,,,,,,,,,
TEXAS,1994-95,85987,,,234213,323162,243914,205735,183737,,,,,,,,,,,,,,,,
TEXAS,1993-94,82139,,,224830,308461,234566,205293,178889,,,,,,,,,,,,,,,,
TEXAS,1992-93,81100,,,219385,294147,233825,199245,180206,,,,,,,,,,,,,,,,
TEXAS,1991-92,102562,,,219192,285063,227350,199643,177332,,,,,,,,,,,,,,,,
TEXAS,1990-91,102669,1141381,,219298,273922,224440,195180,178390,,,,,,,,,,,,,,,,
TEXAS,1989-90,93201,,,199397,270446,223419,198441,192963,,,,,,,,,,,,,,,,
TEXAS,1988-89,93074,,,196616,264600,223162,202104,201762,,,,,,,,,,,,,,,,
TEXAS,1987-88,86211,,,187159,264328,228118,210751,182734,,,,,,,,,,,,,,,,
TEXAS,1986-87,86808,,,186385,269256,235943,199583,187279,,,,,,,,,,,,,,,,
UTAH,2013-14,11219.31,,22.96,27246.92,45902,44431,42469,41327,207,555,927,2444,4133,1700,571,115,568,113,551,111,60,232,309,322
UTAH,2012-13,10642.48,,23.05,26609.86,44379,42760,41164,40774,262,687,1260,2841,5050,1835,569,116,566,113,549,111,65,212,375,290
UTAH,2011-12,10332.55,,23.06,25969.65,42540,41498,40565,39693,599,1039,1899,3383,6920,1954,568,113,566,113,548,108,81,223,349,260
UTAH,2010-11,10131.96,,22.8,25676.71,41419,40964,39446,38744,153,339,736,3537,4765,2124,563,112,559,111,545,108,75,240,317,279
UTAH,2009-10,9980.83,500421,22.31,25615.06,40782,39775,38691,38995,337,770,1209,2687,4998,1933,568,111,559,111,547,108,69,234,329,270
UTAH,2008-09,9563,,23.7,23657,39511,38991,38989,37818,384,747,1152,3235,5518,2023,559,111,558,112,540,105,68,240,349,240
UTAH,2007-08,9711,412512,23.7,24336,41355,42535,41721,40375,384,747,1152,3235,5518,1930,561,110,557,113,543,106,79,233,330,261
UTAH,2006-07,9642,412811,22.1,23640,39106,38795,37788,36425,559,803,1259,2973,5594,1959,558,110,556,111,544,105,71,230,311,239
UTAH,2005-06,9455,400276,22.1,22993,38628,38319,36916,36923,542,878,1438,2503,5361,2090,560,112,557,113,550,105,67,215,316,222
UTAH,2004-05,9199,414340,22.6,22287,38069,37406,37016,35671,435,929,1516,2569,5449,,,,,,,,58,191,288,230
UTAH,2003-04,8867,385158,22.4,22147,36028,36479,35004,34629,,,,,,,,,,,,,61,205,236,228
UTAH,2002-03,9007,359556,21.8,22415,36050,35399,35600,34790,,,,,,,,,,,,,67,201,243,214
UTAH,2001-02,9088,338127,21.8,22211,35029,36118,35923,34951,,,,,,,,,,,,,,,,
UTAH,2000-01,9027,308059,21.9,22008,35538,36489,36210,35484,,,,,,,,,,,,,,,,
UTAH,1999-00,8909,273192,22,21832,35961,36990,36905,36594,,,,,,,,,,,,,,,,
UTAH,1998-99,8782,249147,22.4,21501,36598,37415,38138,35706,,,,,,,,,,,,,,,,
UTAH,1997-98,8681,238705,22.9,21115,37254,38787,37286,35900,,,,,,,,,,,,,,,,
UTAH,1996-97,7958,207923,,19734,38742,38071,37623,34795,,,,,,,,,,,,,,,,
UTAH,1995-96,8390,202212,,20039,37941,38485,36487,32006,,,,,,,,,,,,,,,,
UTAH,1994-95,8056,,,19524,38356,37318,32978,33337,,,,,,,,,,,,,,,,
UTAH,1993-94,7780,,,19053,37270,33749,34524,31692,,,,,,,,,,,,,,,,
UTAH,1992-93,7133,,,19191,33524,35107,32676,28775,,,,,,,,,,,,,,,,
UTAH,1991-92,6564,,,18305,34977,33174,29852,27575,,,,,,,,,,,,,,,,
UTAH,1990-91,6446,187076,,17884,32933,30365,28697,26263,,,,,,,,,,,,,,,,
UTAH,1989-90,6258,,,17611,30002,29213,27251,24971,,,,,,,,,,,,,,,,
UTAH,1988-89,6350,,,17602,28995,28023,25965,25911,,,,,,,,,,,,,,,,
UTAH,1987-88,5916,,,17124,28117,26792,26684,25076,,,,,,,,,,,,,,,,
UTAH,1986-87,6410,,,17752,26935,27698,26402,23782,,,,,,,,,,,,,,,,
VERMONT,2013-14,3152.23,,10.59,8375.35,7137,6828,6723,6545,76,180,215,250,721,4590,522,109,525,110,507,107,15,83,72,98
VERMONT,2012-13,3185.62,,10.67,8402.74,7004,6980,6817,6756,95,181,252,256,784,4720,516,110,519,109,505,107,20,86,65,90
VERMONT,2011-12,3206.26,,10.75,8363.69,7017,6869,6946,6930,_,_,_,_,_,4987,519,106,523,107,505,104,25,81,67,92
VERMONT,2010-11,3305.88,,11.56,8382.08,7139,7287,7329,7114,_,_,_,_,_,5014,515,108,518,105,505,104,24,84,66,91
VERMONT,2009-10,3563.18,125023,10.47,8733.88,7379,7419,7139,7328,_,37,24,28,_,5164,519,106,521,106,506,103,23,90,62,93
VERMONT,2008-09,3551,,10.7,8766,7754,7574,7783,7520,119,229,252,239,839,5306,518,107,518,106,506,105,23,82,65,93
VERMONT,2007-08,3601,115025,10.7,8749,7683,7887,7658,7714,128,236,274,263,901,5468,519,107,523,106,507,103,27,82,66,92
VERMONT,2006-07,3614,123608,10.8,8859,8168,7944,7948,7599,148,277,364,322,1111,5579,516,106,518,105,508,102,26,80,64,93
VERMONT,2005-06,3542,117442,10.9,8851,8327,8142,7888,7499,194,313,369,391,1267,5505,513,108,519,105,502,102,22,83,65,87
VERMONT,2004-05,3580,115778,11.3,8720,8533,8237,7873,7552,245,362,446,423,1476,,,,,,,,27,78,65,89
VERMONT,2003-04,3554,106581,11.3,8749,8422,8218,7837,7614,,,,,,,,,,,,,26,81,63,87
VERMONT,2002-03,3115,90189,11.7,8542,8486,8169,7754,7398,,,,,,,,,,,,,31,86,62,84
VERMONT,2001-02,3053,76882,11.8,8554,8595,8137,7633,7422,,,,,,,,,,,,,,,,
VERMONT,2000-01,3086,64762,12.1,8414,8595,7998,7799,7232,,,,,,,,,,,,,,,,
VERMONT,1999-00,3280,64791,12.3,8474,8748,8356,7795,7014,,,,,,,,,,,,,,,,
VERMONT,1998-99,3160,58585,12.8,8221,9016,8189,7494,6823,,,,,,,,,,,,,,,,
VERMONT,1997-98,3066,60286,13.4,7909,8827,7908,7270,6831,,,,,,,,,,,,,,,,
VERMONT,1996-97,3024,54426,,7751,8486,7697,7130,6622,,,,,,,,,,,,,,,,
VERMONT,1995-96,2969,54839,,7676,8125,7465,6909,6507,,,,,,,,,,,,,,,,
VERMONT,1994-95,2952,,,7566,7993,7311,6669,6458,,,,,,,,,,,,,,,,
VERMONT,1993-94,2947,,,7330,7515,6962,6673,6227,,,,,,,,,,,,,,,,
VERMONT,1992-93,2820,,,7521,6528,6217,5781,5573,,,,,,,,,,,,,,,,
VERMONT,1991-92,2827,,,7031,6568,6032,5715,5529,,,,,,,,,,,,,,,,
VERMONT,1990-91,3119,45821,,7257,6398,5968,5612,5424,,,,,,,,,,,,,,,,
VERMONT,1989-90,3194,,,6852,6357,5962,5618,5719,,,,,,,,,,,,,,,,
VERMONT,1988-89,3194,,,6852,6350,5970,5915,6199,,,,,,,,,,,,,,,,
VERMONT,1987-88,2964,,,6656,6439,6314,6473,6380,,,,,,,,,,,,,,,,
VERMONT,1986-87,3488,,,6397,6685,6818,6692,6158,,,,,,,,,,,,,,,,
VIRGINIA,2013-14,48009.28,,14.14,90097.56,102293,96496,89754,88709,1741,1857,1934,2467,7999,59906,518,109,515,110,497,108,320,800,850,1170
VIRGINIA,2012-13,47536.44,,14.16,89388.63,101867,94931,90206,88971,2097,2173,2334,2848,9452,60640,516,109,514,109,498,107,294,857,803,1234
VIRGINIA,2011-12,48922.82,,13.85,90831.79,100701,95596,91037,89324,2296,2256,2464,3119,10135,61655,510,110,512,111,495,109,336,849,739,1131
VIRGINIA,2010-11,36778.63,,17.64,70947.13,102407,96918,91403,89266,2461,2206,2443,2873,9983,61398,512,110,509,109,495,108,349,821,788,1123
VIRGINIA,2009-10,35648.81,1088367,17.58,70827.39,104717,97969,90795,87839,2464,2315,2371,2848,9998,59031,512,109,512,110,497,107,318,800,739,1132
VIRGINIA,2008-09,36182,,17.3,71415,106252,97466,89892,87177,2460,2124,1780,2625,8989,59612,511,109,512,110,498,107,304,811,752,1137
VIRGINIA,2007-08,36954,971905,17.1,71861,108115,96869,90016,85413,2944,2486,2252,2351,10033,59573,511,109,512,110,499,107,330,879,697,1061
VIRGINIA,2006-07,40627,946886,15.3,79688,108680,98259,88915,82901,2925,2762,2216,2473,10376,58921,511,110,511,108,498,107,374,880,650,1022
VIRGINIA,2005-06,64926,914166,11.7,103944,110021,96546,86837,78913,2812,2304,2179,2540,9835,56336,512,109,513,110,500,105,381,879,701,938
VIRGINIA,2004-05,53214,848556,12.9,93732,109375,94410,83302,77965,3247,2888,2533,2747,11415,,,,,,,,392,856,707,891
VIRGINIA,2003-04,50724,776026,13.2,90573,107033,90009,81313,76477,,,,,,,,,,,,,364,824,728,967
VIRGINIA,2002-03,67556,693606,11.8,99919,101866,88872,79038,75944,,,,,,,,,,,,,348,773,700,983
VIRGINIA,2001-02,37135,610717,13,89314,100599,86814,78877,70607,,,,,,,,,,,,,,,,
VIRGINIA,2000-01,36623,587718,13.2,86977,98371,86395,74045,70337,,,,,,,,,,,,,,,,
VIRGINIA,1999-00,36100,531286,13.3,85037,95017,80490,71917,69333,,,,,,,,,,,,,,,,
VIRGINIA,1998-99,31536,496781,14.2,79323,90241,79387,71212,67787,,,,,,,,,,,,,,,,
VIRGINIA,1997-98,30880,462714,14.3,77575,88374,78960,69767,66430,,,,,,,,,,,,,,,,
VIRGINIA,1996-97,28788,418649,,74526,88721,77806,68649,64497,,,,,,,,,,,,,,,,
VIRGINIA,1995-96,28506,452316,,74731,86779,76045,66764,62204,,,,,,,,,,,,,,,,
VIRGINIA,1994-95,28259,,,72505,84447,73958,65077,62899,,,,,,,,,,,,,,,,
VIRGINIA,1993-94,28015,,,70859,80277,71469,65949,60314,,,,,,,,,,,,,,,,
VIRGINIA,1992-93,26996,,,68181,77033,72824,63260,60854,,,,,,,,,,,,,,,,
VIRGINIA,1991-92,25852,,,64537,80993,69298,63243,61566,,,,,,,,,,,,,,,,
VIRGINIA,1990-91,25826,337629,,63638,77527,68860,62503,61328,,,,,,,,,,,,,,,,
VIRGINIA,1989-90,25191,,,62138,76727,69479,63233,63501,,,,,,,,,,,,,,,,
VIRGINIA,1988-89,25464,,,60883,77510,71117,66522,68064,,,,,,,,,,,,,,,,
VIRGINIA,1987-88,25525,,,59928,79449,73855,71400,69422,,,,,,,,,,,,,,,,
VIRGINIA,1986-87,25097,,,58141,82294,78806,72570,68104,,,,,,,,,,,,,,,,
WASHINGTON,2013-14,24060.46,,19.3,54866.76,82991,81205,79162,84710,2881,2792,3472,4815,13960,41277,510,114,518,111,491,110,220,571,983,884
WASHINGTON,2012-13,23574.79,,19.59,53698.77,82972,80696,78485,84981,3075,3115,4046,5273,15509,40254,515,111,523,108,499,108,198,591,940,928
WASHINGTON,2011-12,22933.94,,19.68,53118.65,83237,80316,79627,84089,3423,3910,5206,6437,18976,39019,519,107,530,106,503,105,214,629,903,947
WASHINGTON,2010-11,23489.84,,19.35,53934.11,84449,81990,79465,83712,3303,3555,4586,5501,16945,38972,523,107,529,104,508,105,230,624,929,857
WASHINGTON,2009-10,22851.53,1083799,19.37,53447.82,85551,81220,79585,83604,3870,3685,5356,5516,18427,37631,524,106,532,103,508,103,209,624,943,918
WASHINGTON,2008-09,22372,,19.1,54428,87546,83254,81508,79916,3437,3225,3822,4157,14641,36687,524,106,531,104,507,102,192,645,954,826
WASHINGTON,2007-08,22264,980970,19.1,53960,89008,84942,80461,78429,4444,4493,5168,6875,20980,36306,526,105,533,101,509,100,205,626,952,825
WASHINGTON,2006-07,22181,988122,19.1,53743,90280,84361,80115,77160,5096,4326,4653,5646,19721,34638,526,105,531,103,510,100,241,689,837,810
WASHINGTON,2005-06,22224,901102,19.3,53508,90091,84945,80962,76505,5355,4957,5146,6641,22099,34150,527,104,532,103,511,100,236,627,890,797
WASHINGTON,2004-05,21964,896913,19.2,53125,89802,83187,77490,74121,_,_,_,_,Ê,,,,,,,,211,621,870,757
WASHINGTON,2003-04,21569,869695,19.3,52824,88869,82120,76774,74338,,,,,,,,,,,,,284,624,844,721
WASHINGTON,2002-03,21471,748493,19.2,52953,87735,80815,76703,72354,,,,,,,,,,,,,281,660,813,673
WASHINGTON,2001-02,21078,706579,19.2,52534,86396,81650,75361,69536,,,,,,,,,,,,,,,,
WASHINGTON,2000-01,20426,642934,19.7,51098,87322,80453,74048,68580,,,,,,,,,,,,,,,,
WASHINGTON,1999-00,20424,588773,19.9,50368,86602,80493,73383,68486,,,,,,,,,,,,,,,,
WASHINGTON,1998-99,20325,542411,20.1,49671,85131,79208,71982,65782,,,,,,,,,,,,,,,,
WASHINGTON,1997-98,19937,516144,20.2,49074,83616,78155,70242,64731,,,,,,,,,,,,,,,,
WASHINGTON,1996-97,19289,513591,,48307,81336,75648,67840,62235,,,,,,,,,,,,,,,,
WASHINGTON,1995-96,18501,493885,,46907,78514,73402,65035,59612,,,,,,,,,,,,,,,,
WASHINGTON,1994-95,18247,,,46439,75684,69532,61841,58150,,,,,,,,,,,,,,,,
WASHINGTON,1993-94,17533,,,45524,72322,65967,61392,55847,,,,,,,,,,,,,,,,
WASHINGTON,1992-93,16820,,,44295,69018,64677,57051,53986,,,,,,,,,,,,,,,,
WASHINGTON,1991-92,16357,,,42931,67184,60170,56154,53038,,,,,,,,,,,,,,,,
WASHINGTON,1990-91,16168,317248,,41764,61562,58866,54828,51856,,,,,,,,,,,,,,,,
WASHINGTON,1989-90,15391,,,40279,59880,56922,53772,53840,,,,,,,,,,,,,,,,
WASHINGTON,1988-89,15745,,,38780,58313,56037,55547,57921,,,,,,,,,,,,,,,,
WASHINGTON,1987-88,16005,,,38344,58149,58120,60073,58477,,,,,,,,,,,,,,,,
WASHINGTON,1986-87,15719,,,37065,59514,63047,60844,56690,,,,,,,,,,,,,,,,
WEST VIRGINIA,2013-14,10586.25,,14.06,19978.02,22257,20688,18713,18299,809,848,839,798,3294,2552,517,103,505,106,500,100,95,325,170,180
